10000 1000000
1232 5139 840
3881 1290 554
7184 9424 528
483 7361 165
1208 4825 164
6893 6449 794
7697 94 10
5574 3817 145
4462 2394 604
2028 7539 573
1917 3475 917
7459 3875 584
9235 2595 395
3172 6946 375
9278 2468 535
3122 1499 471
8579 2838 530
938 621 282
1454 6661 499
3283 3772 852
4816 338 585
6927 2804 810
7841 4115 755
2294 1732 388
2270 2611 947
85 2423 459
6547 8748 793
2132 2013 959
384 8244 328
1453 2308 662
1126 7852 383
6820 5369 401
1243 8361 680
1250 331 165
9176 3394 189
5888 7815 251
7487 8003 981
1109 8171 691
1540 566 426
7050 2502 194
6926 5072 586
7788 5625 599
5271 606 758
8288 5886 918
5364 5450 274
6017 621 850
2508 7959 390
8072 317 558
1674 7498 163
1372 2353 768
5167 7155 89
8106 1984 114
601 1278 932
7468 2064 372
5781 8945 290
1936 5890 633
6734 643 580
4991 6694 687
66 7722 454
3182 6795 405
8966 3560 797
1899 7774 722
5378 7501 192
9513 545 868
9026 471 176
8974 2343 82
6218 4095 530
4569 5839 936
7119 6060 714
8949 5488 36
8146 3572 110
5370 2525 770
8387 7032 678
14 4202 946
5729 4505 900
5991 8163 450
2629 2316 147
5313 3686 645
8667 5889 903
1674 6177 434
1453 605 593
6461 282 195
4472 7655 363
7864 8899 948
1110 4911 352
9310 2152 555
6324 1664 968
9089 8956 721
2638 5776 225
2777 8035 959
1086 5301 621
1567 7833 917
8890 3300 784
2928 6275 9
5629 8686 798
2738 7718 671
4530 3009 185
247 1682 890
8625 5559 319
3352 4016 397
2801 184 770
6264 749 623
5942 8753 93
8511 8859 176
435 2603 529
5163 3368 877
5126 9222 857
1265 3124 563
3201 5841 967
6083 8205 599
9990 5191 208
6136 6173 747
8497 6621 139
2199 962 85
1761 4631 689
1700 4119 450
2562 7157 987
2913 5565 127
4549 7847 534
5860 1956 220
6904 6105 376
8005 1269 323
9905 6044 94
3916 4806 254
3921 145 665
2240 1951 260
7153 2661 897
4759 4736 179
7282 6737 187
8318 1562 275
8095 6698 756
3699 51 257
8733 9937 798
5349 455 427
9435 391 63
9932 9668 781
8093 5331 19
1446 2674 295
6682 5971 877
9441 9392 91
5213 5966 763
4253 7623 807
9254 2210 27
5779 1679 744
1282 2603 283
1868 5949 364
3582 2809 940
6169 3452 235
4373 5680 62
2408 2814 112
8849 481 851
2603 2962 297
8803 5086 227
6383 8990 538
5440 4450 105
7040 4197 89
2102 6833 896
3986 5867 465
228 3630 537
4864 955 752
1931 8860 662
4818 196 871
1570 3592 850
1715 3998 357
2315 2174 526
4947 5268 519
5363 4631 828
9661 7394 552
4880 5209 883
6524 3301 514
6088 849 246
6038 9626 311
5534 6546 114
7735 2315 695
2549 7925 503
7629 7258 506
3398 5907 663
2667 2887 66
1726 707 419
2464 6741 368
7462 2062 809
1147 3021 559
2621 9958 135
6243 1556 184
2728 9246 896
908 5423 470
1842 4355 927
2390 384 309
4669 4481 173
7072 479 177
3984 2124 887
6136 4460 653
8241 1345 713
1429 9108 412
146 7200 808
8138 3803 217
7988 4888 226
5788 8317 693
2088 575 781
5976 3212 522
6060 5902 91
7041 4200 949
3190 2659 686
5666 4379 721
8081 3182 443
8118 2353 174
963 3502 828
2513 8980 176
789 337 384
6311 2728 166
3824 3413 6
3646 4491 896
1485 5171 308
4467 554 538
882 8543 258
1956 509 251
960 477 432
5720 9787 390
193 5078 31
508 2861 19
7137 4261 807
4081 7934 437
2553 4397 698
9911 9306 210
1105 7058 678
985 5913 580
6305 8423 343
6665 9760 108
3392 3367 18
2276 9660 300
8517 6417 201
951 9803 322
8164 1379 537
783 7634 496
7535 1234 957
8661 2093 801
9965 2620 413
1752 4738 412
9982 1970 851
2276 7195 267
4517 596 478
120 6967 511
5523 5952 781
2955 2330 12
7602 9481 414
4154 5618 915
9196 3136 909
401 6870 159
2589 5425 274
9478 1850 978
5733 6959 930
435 3477 306
3754 5722 655
6812 87 75
8923 5797 914
3008 3823 584
7757 857 747
5290 8760 158
544 4725 901
84 7287 983
439 1269 29
3574 743 716
1327 6078 25
4913 3044 185
8383 970 510
8364 6412 619
54 198 17
8910 787 710
9801 1668 537
8655 3399 137
7326 6541 539
2564 8214 354
3539 8921 904
9786 4873 359
3854 9916 793
8272 2690 427
5710 2297 529
1209 6436 808
8125 818 663
1572 3655 407
140 2728 864
1987 228 786
3400 4137 334
7536 1970 171
274 8471 117
9053 5710 181
6623 1856 760
4353 5075 535
3330 4042 881
2839 3575 106
9197 1825 436
1363 9688 545
7006 6771 700
2523 8246 805
6049 7030 468
1984 8628 407
9033 8760 530
3236 9422 494
6918 1429 100
6027 9146 593
7712 2735 103
840 9190 333
6792 9521 444
1730 7082 614
9158 1225 15
8290 7339 373
2775 694 361
4887 1440 302
7210 3751 667
306 5385 363
9858 6080 753
3720 923 857
8486 9153 264
339 4084 78
2286 1774 461
4585 425 134
2873 2178 137
8265 4971 633
6953 7200 883
2811 8860 886
5300 2678 663
9414 7907 792
1076 9237 868
5342 9852 643
5250 1967 15
1175 244 223
446 2470 938
1768 2672 883
7545 831 741
1677 3328 633
8457 3372 941
1489 2663 41
7011 1061 247
3990 9897 8
5495 6172 543
7464 7582 287
5027 5403 628
1447 260 89
5943 1924 310
9955 6795 13
6698 9581 317
880 8997 514
1584 2512 458
3346 6388 205
4851 1774 235
7229 352 687
1185 6053 31
4538 8822 626
3089 2112 971
3899 3273 337
7298 9407 51
9357 9715 62
1810 955 607
6402 8764 688
7457 1957 155
4268 5782 876
519 9009 574
3576 7272 418
6674 4690 659
436 2796 574
933 6929 750
26 875 261
6387 7182 477
4186 3030 863
833 4718 112
8549 232 194
1090 3618 859
5714 544 212
2692 259 485
8982 2840 451
1172 2729 199
3587 2094 615
5816 8359 583
8813 3508 687
6576 3879 482
3518 352 676
8806 8562 233
3727 2048 387
5817 8644 266
2217 3948 64
7338 4688 954
9077 7404 683
8356 697 617
4908 6452 86
2266 600 919
5246 7554 978
8231 7089 691
569 6148 597
2436 7340 449
7442 8486 863
9124 8933 280
9640 3672 39
9640 3253 95
8538 2579 704
7661 582 914
7645 3210 315
5503 4609 156
5866 1832 179
1776 3626 72
676 7218 829
6046 4896 26
9601 374 579
8745 4340 788
2215 252 917
4942 8710 344
9201 2075 97
8649 4132 113
15 768 165
3357 6709 106
8190 9960 595
8831 7779 824
9852 6022 79
1859 8068 200
1686 3855 393
1367 7922 820
9712 1073 47
7820 7009 737
5766 681 414
5763 8905 140
5768 6425 765
2134 319 559
9708 5512 748
8266 2313 32
371 3162 207
8150 7987 6
1990 7815 699
3393 2316 199
33 2369 636
6085 7240 681
2047 3265 580
1835 913 751
342 3134 411
6877 6551 85
3154 3150 697
335 7927 877
768 7616 638
419 7640 794
819 2016 751
2162 3546 528
5181 8179 98
5546 2623 165
1809 6504 904
7031 9946 169
7089 4842 752
3307 1562 131
510 3270 674
5342 2578 252
6735 7089 865
894 4799 891
7840 635 228
3799 1018 436
1572 2753 165
6705 8591 138
6527 2443 594
7886 3808 731
6328 5092 765
4379 1306 340
5213 8183 391
1622 9383 777
2465 3706 515
9145 9177 1000
2414 5567 963
6090 9290 47
3729 5325 526
9318 1676 188
5091 317 205
7304 3999 3
4956 4575 787
92 2209 435
4422 5889 915
327 5345 254
5158 3553 496
8621 4698 652
4144 3552 472
9693 8198 731
2664 8097 611
932 4532 716
1868 1536 758
919 3569 626
1046 5061 59
4567 574 605
6951 7677 756
1327 5288 949
1552 3618 957
4753 2865 960
6038 9214 946
5083 5348 618
5007 3110 74
8590 1512 185
9728 6912 562
87 7036 298
2387 6630 855
5529 2588 737
3195 8390 225
9909 9984 232
879 6790 878
2628 4254 793
924 1562 911
7953 1316 437
8985 7718 747
547 5084 316
2763 2096 876
4128 4625 939
8796 6587 985
7092 2235 965
4819 7374 708
248 5526 680
3809 8599 935
1632 1952 2
2981 382 669
6506 9979 309
7656 3195 750
4270 1840 569
5868 8154 974
8721 4604 318
5004 2629 52
842 4992 346
7283 3778 66
1955 3505 284
4929 1282 22
628 4442 20
8804 5001 406
5140 2636 449
7421 4583 9
6503 5242 827
5375 3856 519
9201 1627 699
85 2035 234
8410 6401 282
6224 4347 496
276 4121 652
8928 443 423
2641 1761 797
9490 9819 178
2321 9430 120
1514 4031 485
4449 2063 201
6289 9241 357
1825 9804 687
1311 5964 916
3813 6077 583
5828 9548 919
5513 7219 485
8142 9521 353
3325 863 862
1279 8952 803
3285 8418 456
4779 5743 811
3811 6884 695
6837 2697 316
2226 6714 905
8408 724 96
3769 2377 327
1311 6762 753
1147 709 886
2602 4442 544
382 2201 288
6387 3784 20
1501 7488 958
3437 4297 962
1704 2219 504
7708 7757 46
3650 8764 694
2725 4037 398
3200 7795 781
3016 1319 693
2515 4131 147
6980 8596 820
5444 9142 616
9382 966 570
1711 6073 393
6136 6014 499
5699 3083 593
523 4623 116
5745 6421 226
5107 5262 652
7403 9126 795
4387 274 265
4789 6126 706
9447 6811 41
1240 3286 417
2176 5005 774
4622 3593 82
470 5745 616
869 1273 904
4489 7049 77
3858 5122 770
7600 9888 13
4214 9668 142
109 8608 391
3802 8250 644
1276 8323 727
8814 7801 930
9382 339 59
9927 8766 45
1268 2140 473
5010 7120 486
8196 4089 245
93 6051 799
2662 8960 573
1034 5967 161
2215 5985 674
1351 8710 477
9433 1379 76
395 6433 481
249 1972 52
11 7814 725
2175 5913 265
7298 9016 305
4770 90 25
4390 6457 452
6679 4802 71
9439 1771 534
2765 3892 314
1182 7399 230
1021 4931 271
7131 4615 320
5646 6803 793
8723 7996 228
9498 8043 647
1015 1138 726
7946 4004 394
4723 9232 506
511 4821 329
2249 2913 498
3625 5031 669
7886 2528 457
7314 3511 664
7908 3723 438
6334 2557 219
9291 4380 433
7049 847 464
8984 1474 254
1278 7197 103
199 348 51
1447 2580 486
3592 2423 7
3553 1036 79
4427 1809 293
8452 168 870
6150 451 560
4838 7999 460
5717 6395 46
1554 1035 604
6226 5517 80
1743 2249 63
2799 6027 653
4363 5602 277
8425 4023 303
4915 4732 885
5349 5245 428
7246 57 895
5302 5705 992
3898 7033 740
656 393 418
762 8778 863
1324 6537 70
105 9777 654
7689 8386 880
1036 4800 202
7692 9970 710
719 5304 789
9348 8488 299
6883 3172 46
4952 5504 397
3121 9125 464
784 183 267
5373 5258 554
1410 177 475
3740 2038 110
8428 682 827
2385 6535 747
7763 4248 119
4288 5830 281
3781 3948 577
9328 9178 865
2612 534 397
2552 2662 476
2596 4781 775
6908 1044 754
196 8645 740
8034 2860 816
3040 1035 739
9971 3289 189
3102 8069 364
7806 9996 468
1304 4641 835
8212 1146 793
8790 9644 671
6862 5832 196
4740 1247 540
1695 2236 768
8898 2742 918
8315 3382 620
2814 9614 996
9932 6360 935
9714 8200 863
7127 6835 5
9186 4581 478
6274 4633 783
4238 4423 733
562 1047 543
9218 4120 646
7898 3949 545
2750 5989 240
6735 1494 143
6065 8148 172
7132 3564 525
2197 2888 677
1223 3563 963
5322 3604 141
3321 1587 348
3008 8533 449
801 6522 388
8027 559 32
8672 9133 640
9175 217 113
2103 1040 876
9684 8442 869
75 4377 417
1435 6881 21
4773 7765 657
5830 7040 933
9824 5482 25
7567 2838 526
8076 9229 169
8321 6406 245
4986 5111 346
6397 7838 548
1053 3163 150
1791 7561 843
1082 6588 894
1207 5495 708
5756 3826 35
5627 4764 886
9943 5616 440
5154 2157 337
3082 6214 40
1438 9050 392
9500 872 706
691 7023 586
6858 4167 491
7954 2620 646
9289 759 78
863 5728 940
4615 4371 344
3473 32 915
7299 2419 345
4246 5279 57
9519 3549 747
9356 6753 753
9037 2437 93
9474 2109 768
4767 3457 732
7446 9948 985
3965 5465 318
8472 5572 5
8172 4981 914
2278 4921 117
7403 7317 328
6018 7451 580
9940 9799 427
2991 307 187
2451 9354 127
2949 3782 641
4738 1384 35
8715 8804 571
7266 3484 975
5828 9534 59
4292 1760 443
4007 507 68
5607 133 741
1935 213 938
6695 2302 52
9098 1049 75
8755 3591 22
6254 4257 422
6479 2825 300
6693 3921 733
8895 7552 847
8857 6450 322
6465 609 425
7194 858 534
7132 8022 13
2710 1179 487
6153 1332 60
235 5177 898
1155 2089 742
7897 4634 141
3219 9701 592
7173 3084 108
2480 2379 528
1946 9291 710
4438 6210 308
1341 6112 140
9358 3513 97
8833 2506 780
4909 3341 549
5625 8158 614
9636 8228 294
3516 7496 142
5244 5982 392
6498 9079 768
2039 8267 952
7421 7019 255
9956 8268 662
2359 5520 795
2227 3849 629
3423 9052 495
686 7162 512
7475 6035 868
1147 4060 675
8432 6982 349
5793 1148 46
611 7763 685
1869 7021 506
6058 9157 684
8298 7584 691
82 4501 143
3068 9293 538
859 9316 796
7047 9382 500
3269 1772 994
7620 3971 891
9894 6513 156
3567 2398 601
5089 984 536
3738 3080 172
1423 493 221
7344 6246 539
9585 3839 510
2306 2037 839
4854 8490 858
2566 1733 638
4103 667 796
2789 1776 571
149 5921 207
2313 6520 593
7424 5617 830
2923 2348 642
7875 7033 455
2670 7657 181
9762 2890 907
7458 9360 268
986 1272 353
5115 2108 466
335 8028 260
1781 5145 660
5102 9245 557
3400 37 8
1488 2403 857
476 8908 466
8334 3429 379
9935 6942 653
9681 8187 512
2943 8962 264
6246 7029 60
3637 4453 826
3873 1948 943
2157 3334 938
3097 9397 604
652 1890 291
8824 9808 875
4322 3057 415
3284 5867 335
4025 719 807
1715 9421 497
948 592 349
4622 9915 707
6963 5670 677
7296 16 556
6169 4781 173
8549 7108 293
5158 672 609
4426 7568 399
7564 452 819
494 5463 632
176 1813 869
408 7938 973
9200 1295 234
9457 7715 699
2031 4280 875
8651 7161 751
4330 660 501
8355 1925 841
1380 5001 394
527 5254 677
7900 5728 488
9729 7971 727
6559 1778 375
9798 5373 735
283 8531 424
2201 3709 344
8797 675 351
7654 9129 214
1297 3715 897
8454 2194 396
7454 2417 162
69 522 110
5329 4228 951
4080 7600 978
2470 9571 467
5521 4804 702
4462 2206 168
1195 9087 395
9249 5878 277
2035 5864 706
1377 2221 736
4127 2387 24
9793 1059 160
2641 8413 584
1939 3108 748
4947 6199 934
2052 3680 260
2701 851 969
2993 3845 764
2143 2591 680
2863 332 325
3236 4994 929
1886 6921 843
8650 144 156
7078 8776 281
9128 7563 186
2275 4194 649
3043 3517 475
8823 2705 286
3700 7813 382
4326 5173 523
1277 9252 330
6287 9619 375
684 7395 219
1072 1774 793
6040 5949 326
2153 691 841
3412 710 883
5178 8869 864
7760 314 375
3331 724 769
7316 2909 387
3446 4677 106
8873 2164 683
5376 9257 801
7704 2245 275
4374 8040 91
1429 3862 709
9696 454 771
4462 6570 695
9464 8430 662
2422 3272 238
2313 9408 533
4093 9610 61
3630 8386 368
4750 3569 277
5540 1477 982
7823 6935 144
5846 9275 307
6981 8970 267
3130 7782 688
5130 8196 355
2759 7326 829
6097 5276 281
6787 1204 295
3692 7266 73
9037 5754 202
1210 6452 597
8548 3967 168
1141 1409 67
5630 2213 408
1465 9031 706
4165 1507 382
1925 4859 739
5735 2951 2
4917 4974 303
5860 1060 281
4035 9630 352
1909 8427 751
2196 3541 938
8488 7363 424
8917 5669 314
1384 3957 516
3428 189 869
4105 2862 434
1613 400 984
117 244 471
9347 3028 176
9578 8137 328
6003 1842 887
1665 5080 542
5794 3052 841
1650 2637 173
656 1113 229
5279 6034 720
2383 481 161
5280 1042 336
1698 1157 726
6413 1042 258
9034 1744 184
3411 4035 841
2192 4135 343
2473 2269 238
1729 2702 628
1344 9528 746
9984 579 560
2072 1748 943
3946 9370 892
2173 5272 345
3386 951 702
2656 6424 48
118 64 691
3098 4941 644
749 7752 481
1028 5088 397
8128 6848 3
1831 1021 164
8707 7156 730
2125 8580 626
8883 6977 174
745 1415 37
3483 9973 737
2263 8033 787
8306 9886 92
5218 5383 613
7840 947 221
514 6977 164
9179 4302 738
6464 1868 163
8689 25 669
567 2088 490
8778 4520 791
2170 4146 42
2278 1842 686
5068 6718 626
4781 3547 236
7292 2174 207
7004 8272 924
9236 9212 666
6381 3968 540
600 403 759
823 5681 102
9608 2922 597
5957 1930 273
5479 2574 493
8793 8990 52
6397 4376 522
999 2363 384
5526 8369 187
4974 3225 684
5915 988 671
2146 7547 215
2337 651 775
7008 4506 981
3126 6907 849
9310 8119 230
2200 9376 440
3707 5036 667
9195 3484 496
3423 9848 779
7868 4183 776
8354 2481 659
1818 4007 874
7353 3078 434
5013 21 981
5966 2125 424
2116 292 677
4743 4690 92
7265 141 211
5423 1626 103
3106 291 122
1383 5753 805
502 3572 85
9181 3478 911
2929 4773 150
53 2401 76
5966 4651 212
4359 6579 692
6275 6726 394
9703 4217 534
2759 1865 687
7182 2135 349
1544 9334 278
1358 4398 939
8797 5128 308
7480 2407 644
6064 1142 522
5102 4768 541
4636 2132 574
2450 5357 485
4769 5932 581
7170 9446 141
7082 4573 352
4079 1533 962
1270 7035 369
8723 5776 904
3031 7078 352
3911 7215 470
5029 6455 95
855 1245 682
9350 1897 848
2918 8120 871
9737 7824 712
5157 1774 169
9369 9912 137
7382 1410 681
2114 339 756
3409 5639 27
2176 4414 378
7368 422 264
7940 2163 430
6190 4412 284
6458 9848 176
7097 7593 117
92 5912 648
7 8093 682
7399 815 46
1041 1669 253
8611 4206 347
3484 6909 858
8240 5316 495
488 1296 253
7244 3436 186
4829 4641 449
4528 7396 169
3406 2297 809
8517 8213 152
2815 6574 611
4846 2123 181
4536 1213 926
1785 4637 951
4706 7539 191
7236 1997 149
3011 9030 510
9827 9773 819
4330 9139 814
6684 5945 757
7660 8410 244
4916 9482 831
6607 7797 376
2876 2878 277
5756 5305 368
4993 5828 262
6677 8867 313
9854 3130 886
4258 2405 965
6432 59 652
7786 3958 939
8248 2537 108
9676 1309 840
4627 5780 551
8223 9994 21
3488 299 403
7556 4105 666
2116 3841 608
8696 1733 716
1772 324 221
3576 5371 937
5026 8017 311
3829 2265 433
7212 4431 211
4036 1168 947
1385 8543 78
5779 1579 427
4674 8308 250
4465 8344 268
1482 9219 508
7037 6101 541
3914 7885 576
2793 822 857
113 8036 622
890 7015 137
1347 7141 303
3300 410 877
6761 5219 505
7809 8018 310
4309 6676 377
2601 6783 524
924 7076 459
3968 3761 904
8737 8430 949
613 1368 637
3691 2348 35
1821 6765 254
69 5374 826
2244 5219 236
1442 3733 511
649 5156 121
4896 9881 370
8759 5149 817
6899 6502 453
1935 5242 867
4413 4661 513
233 8772 338
1084 616 211
5906 8897 429
3784 3696 230
2970 6614 895
1903 8822 59
8460 8200 925
3429 6108 481
3325 2398 127
7501 3336 441
7080 5106 719
4787 2073 22
1789 2571 862
1665 5718 224
3277 7904 507
8715 9613 162
5518 3895 10
4948 3775 533
2941 2946 927
178 7175 203
5233 7368 149
1711 1057 226
1056 8335 21
1349 8539 781
2597 711 668
2763 3969 390
3226 1335 71
1131 2053 586
4511 7048 425
7647 1613 98
6033 5188 953
1636 5944 881
3176 4812 493
1932 9259 383
2038 5932 167
6751 2653 507
5603 5416 417
4014 1904 503
1433 6582 624
2361 7915 618
1431 8759 15
5137 6992 202
1122 5873 458
4914 8628 412
8857 5789 435
5537 5061 930
2735 166 984
5640 6305 615
8032 3231 527
6451 5697 241
6990 1714 57
1168 767 141
1849 4172 151
7545 8633 458
8668 5878 97
2681 1944 842
3834 8520 713
187 5832 573
1316 1450 829
2221 4450 316
1627 1968 473
5423 6415 519
9304 5703 274
1600 8338 666
4542 5796 227
461 7156 226
6247 5567 231
8590 4674 440
1909 7353 58
2609 6907 553
1377 5222 68
1514 3079 458
4286 8479 367
409 1042 415
6846 4021 618
9046 5531 552
150 632 677
1618 8875 352
4574 2047 596
4097 2503 297
162 7234 300
1636 9892 16
7976 3945 269
3137 8967 443
1240 4890 852
1922 6923 819
1681 8942 875
3094 1896 306
3399 9538 548
3302 423 989
9384 7587 428
8287 7995 344
2288 7373 642
8557 784 436
8119 2132 728
7926 3286 708
1009 7331 405
9768 2953 203
5726 8215 982
2689 5335 797
5590 3279 544
7119 1852 600
1366 3697 2
3682 5527 425
2376 9227 153
648 1796 888
440 4558 159
105 363 698
5468 1464 403
5017 2366 201
1461 8080 512
5087 8113 865
783 216 368
4954 9375 353
2882 5503 469
3118 397 197
2803 8118 730
2974 8435 846
305 4365 220
9146 2716 30
4820 6526 163
5494 4806 862
8105 1050 756
7824 8613 629
1145 1756 651
4478 796 248
5898 966 985
682 7473 175
8108 2431 545
1207 6799 146
2788 5195 636
6953 7986 218
49 7842 109
1613 5423 557
1523 1645 482
875 3344 39
6730 6080 925
2521 9841 798
434 624 968
3842 5703 514
3229 901 165
1024 1398 638
2026 8400 981
8827 1057 925
3771 3895 732
7425 1436 581
9349 1471 487
976 1446 828
1173 1791 771
9020 9715 987
9027 4584 609
5528 1796 892
2170 6879 208
3941 2009 551
9413 2355 165
3842 8312 541
4235 4627 188
793 9336 108
9253 8754 566
236 8968 955
6373 8749 290
9921 357 416
9323 9810 873
435 4830 984
5613 3946 720
342 3112 15
3474 7079 876
1549 7085 308
6 7070 657
948 8962 921
6025 116 862
1613 218 535
2632 7040 556
2337 4190 503
3636 1516 488
1982 5095 951
1858 4631 670
2782 9327 931
1834 7835 316
9405 1819 6
9600 6548 927
4702 3513 745
1076 7641 533
1690 1769 30
62 8178 915
1305 9338 481
1451 4011 702
7725 2413 783
66 985 678
2522 4413 615
9076 424 767
2317 5541 728
2420 6893 629
6542 4015 741
660 1814 532
2243 5841 549
6768 8287 82
2194 1070 15
2042 5298 328
606 8691 497
1544 3780 375
6332 1674 560
5987 4607 49
9290 3112 475
1490 90 598
752 8536 387
7933 455 908
7660 9231 598
8315 8964 120
1320 7812 628
8217 882 180
6704 1762 972
6578 2374 652
383 9384 233
8408 4411 558
3526 4966 139
9192 9867 170
1271 2836 139
1937 4970 273
3693 9551 307
8528 9617 280
6550 4692 818
2220 5414 964
7415 1888 966
3406 3794 444
8261 4133 680
8927 172 151
9862 4310 242
472 5817 634
7924 573 581
3553 7207 829
4934 2573 660
628 3519 759
1185 313 923
4214 7660 737
6664 6908 685
1774 2966 590
1016 2896 99
2525 6614 352
961 1086 82
6960 2529 138
7131 385 32
424 5032 927
4002 376 142
4754 1957 140
5525 4780 618
4489 5826 334
8921 5106 635
805 1576 447
6863 7274 382
8170 632 316
1561 590 633
4757 5885 658
9944 5652 748
2587 4314 308
5237 6861 398
2576 2104 198
529 1344 162
4152 3070 960
5297 4065 335
2291 5281 88
1244 5243 952
8610 9310 148
7869 68 646
454 8232 375
727 4864 515
5263 2054 989
811 210 158
6238 2382 329
9743 846 358
3753 9771 11
3425 9057 178
2150 3913 130
9790 2046 102
6578 6691 100
2488 8992 341
933 7328 87
9770 2268 445
8748 1193 747
3891 5605 725
6678 2024 106
8271 6166 130
3654 2840 360
5668 3561 457
2499 7853 749
1639 3429 886
1728 7770 32
9161 1784 6
8172 8031 11
2585 2245 875
4247 5139 584
1694 2252 437
8580 3678 124
4955 3826 816
1011 945 597
1966 3898 23
1390 1733 377
1204 9591 672
500 4239 871
7181 3850 524
7937 3303 585
960 8313 637
2236 4215 158
8585 1850 384
1555 802 162
9895 6532 863
8843 1487 709
8952 7796 31
7159 5997 923
7399 6766 545
7663 9878 70
7524 6807 179
4681 5660 625
569 7299 670
8698 969 397
4265 8726 116
742 159 152
5205 6512 160
8245 2032 144
7329 9364 104
66 6280 820
6385 7712 178
6708 2997 574
2259 2097 330
5993 9030 159
4815 7413 311
6056 4279 568
6218 9258 224
8802 2474 36
5428 3036 98
